kode,pemda,geo,lat,lon,2018,2022
991485,Kota Magelang,Polygon,"-7,471277167","110,2193781",0.4860933246034565,0.5069582852450286
991471,Kota Tegal,Polygon,"-6,862417876","109,1218798",0.304540436099274,0.304540436099274
991464,Kota Pekalongan,Polygon,"-6,891424884","109,6768432",0.3045404114386048,0.304540436099274
991450,Kota Salatiga,Polygon,"-7,330240752","110,5013978",0.4860933246034565,0.5069582852450286
991443,Kota Semarang,MultiPolygon,"-6,987957393","110,4011943",0.3046384067728063,0.3045640980113636
991439,Kab. Wonogiri,Polygon,"-7,996706729","110,9027529",0.4860933246034565,0.5069582852450286
991422,Kab. Karanganyar,MultiPolygon,"-7,588624154","110,9430761",0.4860933246034565,0.5069582852450286
991418,Kab. Sukoharjo,Polygon,"-7,684685643","110,7900101",0.4860933246034565,0.5069582605843594
991401,Kab. Sragen,Polygon,"-7,38714243","110,9844408",0.4860933246034565,0.5069582852450286
991396,Kab. Boyolali,Polygon,"-7,413293505","110,634701",0.4860933246034565,0.5069582852450286
991382,Kab. Klaten,Polygon,"-7,706622331","110,6232178",0.4860933246034565,0.5069582852450286
991375,Kab. Kebumen,MultiPolygon,"-7,767755339","109,6290631",0.5364424703578758,0.5581359000157828
991361,Kab. Purworejo,Polygon,"-7,812060425","109,9565881",0.5312915470624204,0.5581359000157828
991354,Kab. Wonosobo,Polygon,"-7,413055861","109,9055796",0.5366046574139829,0.5581359000157828
991340,Kab. Temanggung,Polygon,"-7,166451225","110,1353886",0.4860932999427872,0.2027333700777307
991333,Kab. Magelang,Polygon,"-7,584375027","110,2763534",0.4860259763158938,0.5069582852450286
991329,Kab. Banjarnegara,Polygon,"-7,35902194","109,6548452",0.5312915470624204,0.5581359000157828
991312,Kab. Purbalingga,Polygon,"-7,346099692","109,3777858",0.5366046574139829,0.5581359000157828
991308,Kab. Cilacap,MultiPolygon,"-7,686803654","108,9929866",0.5483984929865059,0.5712872930969846
991290,Kab. Banyumas,Polygon,"-7,43086203","109,2043877",0.5366046574139829,0.5581359000157828
991286,Kab. Blora,Polygon,"-7,037265314","111,3645836",0.5811251307015465,0.5973671221492265
991272,Kab. Rembang,MultiPolygon,"-6,707264838","111,4492887",0.304540436099274,0.304540436099274
991265,Kab. Jepara,MultiPolygon,"-6,251375784","110,6212941",0.3046384067728063,0.3045570265644728
991251,Kab. Pemalang,Polygon,"-7,010219494","109,414246",0.5365959953539285,0.5581359000157828
991244,Kab. Kudus,Polygon,"-6,794016888","110,9013169",0.3046381355054453,0.3045570203993055
991230,Kab. Pati,Polygon,"-6,692711995","111,0578439",0.304540436099274,0.304540436099274
991223,Kab. Brebes,Polygon,"-7,07475796","109,0046856",0.5366046574139829,0.5581359000157828
991219,Kab. Tegal,Polygon,"-7,045060755","109,1427134",0.5366046574139829,0.5581359000157828
991202,Kab. Batang,Polygon,"-7,015797879","109,8510109",0.5366046574139829,0.5581359000157828
991197,Kab. Pekalongan,Polygon,"-7,039500289","109,6285633",0.5366046574139829,0.5581359000157828
991180,Kab. Grobogan,Polygon,"-7,125266412","110,8851829",0.4860933246034565,0.506705266779119
991176,Kab. Demak,Polygon,"-6,926453017","110,5929196",0.3046384067728063,0.3045640980113636
991162,Kab. Kendal,Polygon,"-7,062721315","110,1547581",0.4860265435112849,0.5069582852450286
991155,Kab. Semarang,MultiPolygon,"-7,30053861","110,5242842",0.4860933246034565,0.5069582852450286
991134,Kota Tangerang,Polygon,"-6,182028243","106,6590168",0.4502506818675031,0.4504556120284879
991120,Kota Cirebon,Polygon,"-6,741820792","108,5531021",0.3094668486624052,0.30990434126420396
991113,Kota Sukabumi,Polygon,"-6,930185472","106,925105",0.4502104664812184,0.4504844033597696
991109,Kota Bogor,Polygon,"-6,602734777","106,7955933",0.450240022293245,0.4504844033597696
991091,Kota Bandung,Polygon,"-6,896260167","107,6447844",0.453674143781566,0.45375110973011423
991087,Kab. Majalengka,Polygon,"-6,752948734","108,1941182",0.3094668486624052,0.30990434126420396
991070,Kab. Indramayu,MultiPolygon,"-6,408997235","108,1381238",0.3094668486624052,0.30990434126420396
991066,Kab. Kuningan,Polygon,"-6,9740249","108,5435298",0.3094668486624052,0.30990434126420396
991052,Kab. Cirebon,Polygon,"-6,77610302","108,599613",0.3094668486624052,0.30990434126420396
991045,Kab. Ciamis,Polygon,"-7,335930981","108,4364019",0.5483984929865059,0.571561501242897
991031,Kab. Tasikmalaya,MultiPolygon,"-7,642436522","108,1615167",0.5483984929865059,0.571561501242897
991024,Kab. Garut,MultiPolygon,"-7,495099586","107,6868791",0.5090411500256472,0.5167594647648358
991010,Kab. Sumedang,Polygon,"-6,834250698","107,9878074",0.4537076021444921,0.45375110973011423
991003,Kab. Bandung,Polygon,"-7,053719735","107,6310539",0.5090411376953126,0.5167594647648358
990991,Kab. Subang,Polygon,"-6,405984844","107,7238372",0.4537076021444921,0.45375110973011423
990984,Kab. Purwakarta,Polygon,"-6,616323696","107,455869",0.4536917884903726,0.45375110973011423
990970,Kab. Karawang,Polygon,"-6,277330661","107,4114212",0.4536917884903726,0.45375110973011423
990963,Kab. Bekasi,Polygon,"-6,217027974","107,054201",0.4537076021444921,0.45375110973011423
990959,Kab. Cianjur,Polygon,"-7,293015982","107,1303329",0.5090411500256472,0.5167594647648358
990942,Kab. Sukabumi,MultiPolygon,"-7,197659258","106,5568487",0.3345101096413352,0.3406422254774302
990938,Kab. Bogor,Polygon,"-6,454920055","106,8310867",0.4502506818675031,0.4504844033597696
990921,Kab. Tangerang,MultiPolygon,"-6,164389747","106,5444944",0.4502506818675031,0.4504844033597696
990917,Kab. Lebak,MultiPolygon,"-6,788955237","106,243999",0.45021132960464,0.4504844033597696
990900,Kab. Pandeglang,MultiPolygon,"-6,722553103","105,4142346",0.3109938496291035,0.31061670784998435
990895,Kab. Serang,MultiPolygon,"-6,038119439","106,1037794",0.4502506818675031,0.4504844033597696
990811,Kota Bandar Lampung,MultiPolygon,"-5,43252402","105,2681975",0.536732510653409,0.5568786806048771
990807,Kab. Lampung Barat,Polygon,"-5,024366598","104,3458771",0.3376406829525723,0.3527058241102433
990792,Kab. Lampung Utara,Polygon,"-4,864442274","104,7723632",0.4265458602134632,0.44834604590830157
990785,Kab. Lampung Tengah,Polygon,"-4,929700194","105,1248086",0.464168491556187,0.5013561395202026
990771,Kab. Lampung Selatan,MultiPolygon,"-5,601218801","105,5234398",0.536732510653409,0.5568786806048771
990750,Kota Bengkulu,MultiPolygon,"-3,869448555","102,2856836",0.3364096161813443,0.3417668444700906
990743,Kab. Rejang Lebong,Polygon,"-3,391868929","102,7197282",0.3364096161813443,0.3417668444700906
990739,Kab. Bengkulu Selatan,Polygon,"-4,327982046","102,9582947",0.3088974091500946,0.3094643456044819
990722,Kab. Bengkulu Utara,MultiPolygon,"-4,372512951","102,0967016",0.3088974091500946,0.3094643456044819
990701,Kota Pangkal Pinang,Polygon,"-2,133502748","106,1188491",0.3844756895123103,0.40372088808001905
990696,Kota Palembang,Polygon,"-2,976208626","104,7414426",0.3984597069326074,0.4034387083727909
990682,Kab. Ogan Komering Ilir,MultiPolygon,"-3,515195901","105,2389961",0.4396511070174396,0.4746438506155304
990675,Kab. Musi Rawas,Polygon,"-3,204922007","102,8525292",0.3364096161813443,0.3417668444700906
990661,Kab. Lahat,Polygon,"-4,043165676","103,2891633",0.3631491921164775,0.37006601044625925
990654,Kab. Muara Enim,MultiPolygon,"-3,682807419","104,1211091",0.4624247356376267,0.48790314028961496
990640,Kab. Ogan Komering Ulu,Polygon,"-4,041530449","104,2069567",0.4266339912799876,0.44834604590830157
990633,Kab. Musi Banyuasin,Polygon,"-2,521159829","104,2036559",0.3984597069326074,0.4034387083727909
990629,Kab. Bangka,MultiPolygon,"-1,814749981","105,9382709",0.3046960449218747,0.30483691282946646
990612,Kab. Belitung,MultiPolygon,"-2,903713507","107,6056669",0.3045480007595486,0.30454797609887935
990590,Kota Jambi,Polygon,"-1,625143323","103,607132",0.3991263834635417,0.4098453344479956
990586,Kab. Kerinci,Polygon,"-2,092462814","101,5177309",0.3430183919270826,0.34891333994239215
990572,Kab. Merangin,Polygon,"-2,103061405","102,3478908",0.3572822154651991,0.3580374299636996
990565,Kab. Bungo,Polygon,"-1,370987838","101,7829897",0.3527027353614267,0.3598396193379109
990551,Kab. Tanjung Jabung Barat,Polygon,"-1,038811631","103,4220796",0.3991313772490534,0.40977022421480386
990544,Kab. Batanghari,Polygon,"-1,512458765","103,2915956",0.3991263834635417,0.4099028061375475
990523,Kota Batam,MultiPolygon,"0,879802471","104,0803468",0.308340096521859,0.30887758197206416
990519,Kota Pekanbaru,Polygon,"0,589165622","101,5079425",0.3656069237294827,0.36872684363162844
990502,Kab. Indragiri Hilir,MultiPolygon,"-0,038155477","103,5578213",0.3641120001282345,0.3663750542534723
990497,Kab. Indragiri Hulu,Polygon,"-0,468411714","102,3606784",0.3869334766118215,0.40436314438328674
990480,Kab. Bintan,MultiPolygon,"0,91548795","105,4007292",0.3077822783499049,0.3073113212200125
990476,Kab. Bengkalis,MultiPolygon,"1,596904468","101,7681814",0.4116314635613953,0.42614111698035034
990462,Kab. Kampar,Polygon,"0,39098824","100,9811249",0.3709751815025252,0.3958082226069284
990441,Kota Payakumbuh,Polygon,"-0,238875265","100,6085141",0.3709751815025252,0.3958082226069284
990434,Kota Padang,MultiPolygon,"-1,011270166","100,3603592",0.3070588514539933,0.30679063585069427
990420,Kota Sawahlunto,Polygon,"-0,598251984","100,7619649",0.3709751815025252,0.3958082226069284
990413,Kota Solok,Polygon,"-0,790615469","100,6426952",0.3709751815025252,0.3958082226069284
990409,Kota Padang Panjang,Polygon,"-0,47034011","100,4166314",0.3709751815025252,0.3958082226069284
990391,Kota Bukit Tinggi,Polygon,"-0,296580995","100,3672975",0.3709751815025252,0.3958082226069284
990387,Kab. Sijunjung,Polygon,"-0,67238422","101,0601927",0.3656194143584282,0.3687341986762155
990370,Kab. Tanah Datar,Polygon,"-0,445261085","100,5651343",0.3709751815025252,0.3958082226069284
990366,Kab. Pesisir Selatan,MultiPolygon,"-1,408636029","100,5352915",0.3070588267933241,0.30687065355705523
990352,Kab. Padang Pariaman,MultiPolygon,"-0,564785449","100,2231112",0.3709751815025252,0.3958082226069284
990345,Kab. Solok,Polygon,"-0,930785662","100,8021055",0.3709751815025252,0.3958082226069284
990331,Kab. Limapuluh Kota,Polygon,"-0,03038021","100,6350741",0.3709751815025252,0.3958082226069284
990324,Kab. Pasaman,Polygon,"0,290953362","99,98724293",0.3072052063604801,0.30709175495186225
990310,Kab. Agam,MultiPolygon,"-0,277200427","100,1938359",0.3709751815025252,0.3958082226069284
990298,Kota Sibolga,MultiPolygon,"1,748893288","98,79071623",0.3187700244633836,0.3213723970663667
990281,Kota Tanjung Balai,Polygon,"2,957916441","99,80695778",0.362096588443024,0.36472592748776794
990277,Kota Pematang Siantar,Polygon,"2,965650445","99,06495747",0.362096588443024,0.36472592748776794
990260,Kota Binjai,Polygon,"3,580362274","98,48327438",0.352452596028646,0.3592129794034093
990256,Kota Tebing Tinggi,Polygon,"3,326461987","99,15389781",0.4121205031269728,0.44300607392282193
990242,Kota Medan,Polygon,"3,636502748","98,68798724",0.352452596028646,0.3592188054865058
990235,Kab. Nias,MultiPolygon,"1,076823144","97,82872229",0.3049673677694916,0.30476791844223466
990221,Kab. Asahan,MultiPolygon,"2,909764072","99,66221829",0.362096588443024,0.36472592748776794
990214,Kab. Tapanuli Selatan,Polygon,"1,581497229","99,25205031",0.3319890617601796,0.3320652139066446
990200,Kab. Tapanuli Utara,MultiPolygon,"2,035908307","99,11204194",0.362096588443024,0.36472592748776794
990192,Kab. Dairi,Polygon,"2,849137314","98,33986329",0.3111111172762789,0.3107095367739901
990188,Kab. Labuhanbatu,MultiPolygon,"2,221792688","99,96692081",0.362096588443024,0.36472592748776794
990171,Kab. Simalungun,Polygon,"2,93351774","98,94427073",0.3111111419369481,0.3107095367739901
990167,Kab. Tapanuli Tengah,MultiPolygon,"1,762485438","98,63592365",0.3187929712160665,0.3213783957741475
990150,Kab. Langkat,MultiPolygon,"4,009683477","98,28799718",0.3720214412188292,0.38373351434264524
990146,Kab. Karo,Polygon,"3,112808492","98,25168751",0.352452596028646,0.3592188054865058
990132,Kab. Deli Serdang,MultiPolygon,"3,630069295","98,6895614",0.352452596028646,0.3592188054865058
990111,Kota Sabang,MultiPolygon,"5,856678555","95,28989745",0.3052716989228217,0.3053368585759946
990104,Kota Banda Aceh,MultiPolygon,"5,563375267","95,33231858",0.3052716989228217,0.3053631653448544
990099,Kab. Aceh Tenggara,Polygon,"3,470040198","97,68720468",0.3053910010752054,0.30544602519333947
990082,Kab. Aceh Tengah,Polygon,"4,592716618","96,91292612",0.3270764899976329,0.33144771691524594
990078,Kab. Aceh Barat,Polygon,"4,386293253","96,24901205",0.3270764899976329,0.3314530559501259
990061,Kab. Aceh Selatan,MultiPolygon,"3,20832076","97,26798301",0.3053910010752054,0.30544602519333947
990057,Kab. Aceh Timur,MultiPolygon,"4,829850359","97,56444966",0.3331862386067712,0.33268994263928287
990040,Kab. Aceh Utara,Polygon,"4,989360224","97,30715732",0.3331811461785832,0.33269188466698196
990036,Kab. Pidie,Polygon,"5,286099567","95,90055568",0.3052716989228217,0.3053631653448544
990022,Kab. Aceh Besar,MultiPolygon,"5,505239291","95,30809523",0.3052716989228217,0.3053631653448544
987642,Kab. Bombana,MultiPolygon,"-4,952279539","121,8532082",0.3071019459734058,0.31070748377327967
987638,Kab. Wakatobi,MultiPolygon,"-5,519376577","123,7902755",0.3247942930279356,0.33040496517913454
987621,Kab. Kepulauan Aru,MultiPolygon,"-6,114979979","134,5268558",0.3126497334181657,0.3133405034229008
987617,Kab. Kepahiang,Polygon,"-3,557667977","102,6178262",0.3364096161813443,0.3417668444700906
987600,Kab. Lebong,Polygon,"-3,122557867","102,3436747",0.3364096161813443,0.3417668444700906
987595,Kab. Pasaman Barat,MultiPolygon,"0,206796562","99,59006327",0.3072052063604801,0.30709175495186225
987581,Kab. Solok Selatan,Polygon,"-1,363696698","101,4205742",0.3527063049932921,0.35981862694326106
987574,Kab. Dharmasraya,Polygon,"-1,204575877","101,7081669",0.3527064159663033,0.35981862694326106
987560,Kab. Ogan Ilir,Polygon,"-3,476147934","104,5551758",0.4624247602982959,0.48790311562894567
987553,Kab. OKU Selatan,Polygon,"-4,567916743","103,944016",0.3631564731790558,0.3700427122790404
987549,Kab. OKU Timur,Polygon,"-4,084361399","104,5447138",0.4266339912799876,0.44834604590830157
987532,Kab. Bener Meriah,Polygon,"4,789582905","96,95324501",0.3270764899976329,0.3314530559501259
987528,Kab. Samosir,MultiPolygon,"2,562564671","98,78127349",0.3111111419369481,0.3107095367739901
987511,Kab. Supiori,MultiPolygon,"-0,59071942","135,4187202",0.3045479760988793,0.3045480007595486
987507,Kab. Sekadau,Polygon,"0,38988663","111,145047",0.3648560741694286,0.37691245339133506
987492,Kab. Melawi,Polygon,"-0,807756004","111,7083373",0.3648560988300977,0.37691245339133506
987485,Kab. Minahasa Utara,MultiPolygon,"1,64044451","124,9955733",0.3267321777343749,0.32926106154316537
987471,Kab. Tojo Una Una,MultiPolygon,"-0,57703481","121,8817149",0.3045480007595486,0.3045480007595486
987464,Kab. Lingga,MultiPolygon,"0,006290952","104,4963608",0.308340096521859,0.30887758197206416
987450,Kab. Sumbawa Barat,MultiPolygon,"-8,834579823","116,899157",0.3045594248145515,0.30456642844460213
987443,Kab. Kolaka Utara,MultiPolygon,"-3,171925823","121,051593",0.3211408333826551,0.3258493072818024
987439,Kab. Seram Bagian Barat,MultiPolygon,"-3,183451951","128,0653149",0.3228429805871214,0.32416815247198566
987422,Kab. Seram Bagian Timur,MultiPolygon,"-3,758835199","130,870465",0.3375813247218276,0.33757233590790686
987418,Kab. Serdang Bedagai,MultiPolygon,"3,415560733","99,09894921",0.4121205154573075,0.44301839809225135
980522,Kab. Tanjung Jabung Timur,MultiPolygon,"-1,209043145","104,1793561",0.3399934032709905,0.3523060315064709
980383,Kota Sorong,MultiPolygon,"-0,892764885","131,3698477",0.3101088521938126,0.3102337461529352
980379,Kab. Lembata,MultiPolygon,"-8,346758711","123,5534283",0.3081703139796402,0.3085850139579392
980362,Kab. Buru,MultiPolygon,"-3,295875217","126,8408728",0.3082088524404194,0.3083637830946176
980358,Kab. Kepulauan Tanimbar,MultiPolygon,"-7,448299087","131,3033444",0.304540436099274,0.304540436099274
980341,Kab. Luwu Utara,MultiPolygon,"-2,534010156","120,0374608",0.3329119009923455,0.3331060791015621
980337,Kab. Banggai Kepulauan,MultiPolygon,"-1,386499668","123,1483901",0.3323042621034565,0.336460996685606
980320,Kab. Morowali,MultiPolygon,"-3,020633722","122,3252141",0.3545781484276361,0.3780847414575438
980316,Kab. Buol,MultiPolygon,"0,988286722","121,6205303",0.3045480007595486,0.3045480007595486
980302,Kab. Boalemo,MultiPolygon,"0,523320389","122,3846524",0.3047992498224428,0.3047337942412404
980294,Kota Bontang,MultiPolygon,"0,11137261","117,4983417",0.3822371974135889,0.3917072581281567
980280,Kab. Kutai Timur,MultiPolygon,"1,104225644","117,6296202",0.3646329197739108,0.36962627988873087
980273,Kab. Kutai Barat,Polygon,"-0,997044868","116,1151808",0.3609827893189704,0.3658387031940499
980269,Kab. Malinau,Polygon,"2,530027501","115,5234511",0.3354021107066756,0.33656966392439985
980252,Kab. Nunukan,MultiPolygon,"3,938136191","116,7126717",0.3316767898713699,0.3320733950836492
980248,Kota Banjarbaru,Polygon,"-3,531555484","114,8218988",0.3609850334398674,0.36781436804569106
980231,Kab. Landak,Polygon,"0,414278811","109,713002",0.358200658933081,0.3647185416173447
980227,Kab. Bengkayang,MultiPolygon,"0,911827356","109,4031962",0.358200658933081,0.3647286339962115
980210,Kota Metro,Polygon,"-5,123680194","105,3109325",0.536732510653409,0.5568786806048771
980206,Kab. Way Kanan,Polygon,"-4,477570473","104,6543152",0.4266339912799876,0.448349276455966
980191,Kab. Lampung Timur,MultiPolygon,"-5,142992499","105,520442",0.536732510653409,0.5568786806048771
980184,Kab. Muaro Jambi,Polygon,"-1,447629385","103,3868664",0.3991263834635417,0.4097579000453752
980170,Kab. Tebo,Polygon,"-1,352315021","102,1984923",0.3835063710838849,0.3886523129241633
980163,Kab. Sarolangun,Polygon,"-2,311924719","102,3727776",0.3572822154651991,0.3579939593690813
980142,Kota Dumai,Polygon,"1,786589568","101,4727624",0.4116314635613953,0.42614111698035034
980138,Kab. Kuantan Singingi,Polygon,"-0,256217179","101,400523",0.3656194143584282,0.3687341986762155
980121,Kab. Natuna,MultiPolygon,"3,461159421","108,4341752",0.3051263427734373,0.3054425603693179
980117,Kab. Karimun,MultiPolygon,"0,837277247","103,567702",0.3641120001282345,0.36638399991122206
980100,Kab. Siak,Polygon,"0,81873535","102,020538",0.3869334766118215,0.40437286068694783
980095,Kab. Rokan Hilir,MultiPolygon,"2,142308557","100,6287445",0.4179928804648043,0.4262369298453285
980081,Kab. Rokan Hulu,Polygon,"0,930114725","100,4920796",0.3709751815025252,0.39600042169744304
980074,Kab. Pelalawan,MultiPolygon,"0,436454545","102,6275164",0.3869334519511523,0.404329346936159
980060,Kab. Kepulauan Mentawai,MultiPolygon,"-2,282204353","99,73859214",0.3058714032413979,0.30596701265585524
980053,Kab. Bireuen,Polygon,"5,076496929","96,7279836",0.3475483102509471,0.34929330536813435
980049,Kota Cilegon,MultiPolygon,"-5,985533202","106,0005989",0.3186055316347063,0.321622382269965
980032,Kota Depok,Polygon,"-6,389585217","106,8232261",0.4502420198074498,0.4504844033597696
980028,Kota Ternate,MultiPolygon,"0,81630948","127,2076371",0.3051803064827965,0.3054019442471594
980007,Kab. Aceh Singkil,MultiPolygon,"2,202071592","97,42527667",0.3077515079999214,0.30729215988005076
978598,Kab. Tambrauw,MultiPolygon,"-0,756096694","132,4307192",0.3045480007595486,0.3045480007595486
978582,Kab. Maybrat,Polygon,"-1,084989953","132,3131646",0.351876128225616,0.3518683477844861
978573,Kab. Deiyai,Polygon,"-4,276109167","136,4654024",0.3343307402639679,0.3353782083530616
978567,Kab. Intan Jaya,Polygon,"-3,492203072","136,9301645",0.3467709134805082,0.3476196289062505
978551,Kab. Pulau Morotai,MultiPolygon,"2,295152078","128,3733733",0.3200325520833332,0.32264321683633174
978542,Kab. Sabu Raijua,MultiPolygon,"-10,57183673","121,7781514",0.3102356326941279,0.310958356760969
978536,Kab. Nias Utara,MultiPolygon,"1,357172308","97,23609831",0.3049676390368528,0.3048887433909408
978454,Kota Tangerang Selatan,Polygon,"-6,308058712","106,7376797",0.4502506818675031,0.4504844033597696
978448,Kab. Tulang Bawang Barat,Polygon,"-4,380927095","105,0629938",0.464168491556187,0.5014458180437182
978432,Kab. Mesuji,Polygon,"-4,006337933","105,2781392",0.464168491556187,0.5014458180437182
978423,Kab. Pringsewu,Polygon,"-5,295252364","104,8956816",0.3376406829525723,0.35270335187815677
978417,Kab. Kepulauan Meranti,MultiPolygon,"1,026732504","102,5677422",0.3771106881806345,0.3926099249329234
978401,Kota Gunungsitoli,Polygon,"1,287429262","97,60335939",0.3049673924301608,0.30488887902462125
978397,Kab. Nias Barat,MultiPolygon,"0,921707286","97,39679036",0.3045480007595486,0.3045480007595486
977860,Kab. Bolaang Mongondow Selatan,MultiPolygon,"0,36508828","123,936695",0.3045480007595486,0.3045480007595486
977710,Kab. Bengkulu Tengah,Polygon,"-3,721090891","102,3286062",0.3364095853555078,0.3416575668797344
977562,Kota Sungai Penuh,Polygon,"-2,092607875","101,4348133",0.3430183919270826,0.34885232328164417
977412,Kab. Kepulauan Anambas,MultiPolygon,"3,155852035","106,2380749",0.3125925145004735,0.3130767144097221
977267,Kab. Labuhanbatu Selatan,Polygon,"1,7836249","100,0848513",0.3758698002979008,0.3908296342329544
977117,Kab. Labuhanbatu Utara,MultiPolygon,"2,367405714","99,65674571",0.362096588443024,0.36472592748776794
976962,Kab. Dogiyai,Polygon,"-4,083786945","135,3933564",0.3480952469026199,0.3489427477904041
976812,Kab. Puncak,Polygon,"-3,36147281","137,3324653",0.3512684276850533,0.3510796009410505
976664,Kab. Nduga,Polygon,"-4,577695496","138,4184542",0.3162005738537721,0.31628633133088757
976514,Kab. Lanny Jaya,Polygon,"-4,031971238","138,4793719",0.3162005738537721,0.31628633133088757
976369,Kab. Yalimo,Polygon,"-3,740250881","139,6639796",0.3342246007437654,0.3341298544527303
976219,Kab. Mamberamo Tengah,Polygon,"-3,572434815","138,9649809",0.3451099742542615,0.34490419330018945
976061,Kota Tual,MultiPolygon,"-5,536865684","132,4465645",0.3047314699731691,0.3046654287010733
975911,Kab. Manggarai Timur,Polygon,"-8,57426132","120,7120353",0.304540436099274,0.304540436099274
975772,Kab. Maluku Barat Daya,MultiPolygon,"-7,894572185","127,790351",0.304540436099274,0.304540436099274
975766,Kab. Tana Tidung,MultiPolygon,"3,601454927","117,276798",0.3504354149404192,0.3510606800426132
975622,Kab. Buru Selatan,MultiPolygon,"-3,583622671","126,5792798",0.3082088771010886,0.3083637830946176
975616,Kab. Kubu Raya,MultiPolygon,"-0,272482228","109,4942918",0.358200658933081,0.3647286339962115
975477,Kab. Lombok Utara,MultiPolygon,"-8,337450126","116,2701393",0.3045594248145515,0.3045697884607794
975461,Kota Serang,Polygon,"-6,113170191","106,1631729",0.4502506818675031,0.4504844033597696
975327,Kab. Toraja Utara,Polygon,"-2,852805283","119,793604",0.3120919214113793,0.3191759390782829
975311,Kab. Pesawaran,MultiPolygon,"-5,605234917","105,2032087",0.536732510653409,0.557162728357797
975172,Kab. Sigi,Polygon,"-1,41104916","119,9946687",0.3045480007595486,0.3045480007595486
975163,Kab. Padang Lawas Utara,Polygon,"1,603390765","99,7939218",0.3319890432646777,0.3320627786655616
975022,Kab. Bolaang Mongondow Timur,MultiPolygon,"0,6696536","124,5437981",0.3045480007595486,0.3045480007595486
975013,Kab. Padang Lawas,Polygon,"1,161827515","99,88747776",0.3319788645734692,0.3320627971610635
963461,Kab. Mamberamo Raya,MultiPolygon,"-2,371634728","137,4566825",0.3267572514697756,0.32728997741082605
963452,Kab. Sumba Tengah,MultiPolygon,"-9,608388031","119,6303003",0.3057630627564706,0.30596211134785334
963446,Kab. Sumba Barat Daya,MultiPolygon,"-9,561075126","119,1680416",0.3057697642933236,0.30596211134785334
963430,Kab. Nagekeo,MultiPolygon,"-8,689091561","121,2782924",0.304540436099274,0.304540436099274
963421,Kab. Gorontalo Utara,MultiPolygon,"0,915046611","122,7466109",0.3047992498224428,0.30475357826309923
963415,Kab. Minahasa Tenggara,MultiPolygon,"0,920309215","124,7697783",0.3045480007595486,0.3045480007595486
963409,Kab. Bolaang Mongondow Utara,MultiPolygon,"0,836700904","123,4472783",0.3045480007595486,0.3045480007595486
963395,Kota Kotamobagu,Polygon,"0,6853445","124,3149763",0.3045480007595486,0.3045480007595486
963389,Kab. Kep. Siau Tagulandang Biaro,MultiPolygon,"2,519273671","125,3995108",0.3053814265703909,0.3053973327020205
963370,Kab. Buton Utara,MultiPolygon,"-4,609763595","123,0572589",0.3172924558080806,0.32328752614030887
963364,Kab. Konawe Utara,MultiPolygon,"-3,47257334","122,2072837",0.3545795232599437,0.378085240836095
963358,Kab. Kayong Utara,MultiPolygon,"-1,246966463","109,6719369",0.3058532098327015,0.3062119979087753
963342,Kab. Empat Lawang,Polygon,"-3,827769073","102,9624012",0.3364096161813443,0.3417668444700906
963333,Kab. Batu Bara,MultiPolygon,"3,265534807","99,50693214",0.4121205154573075,0.44301841042258594
963327,Kota Subulussalam,Polygon,"2,636261663","97,95757834",0.3077515326605906,0.30729215988005076
963311,Kab. Pidie Jaya,Polygon,"5,15830679","96,19351131",0.3474991122159089,0.34929330536813435
963302,Kab. Bandung Barat,Polygon,"-6,888466677","107,4856959",0.4537076021444921,0.45375110973011423
941922,Kab. Toba Samosir,MultiPolygon,"2,41772577","99,17794197",0.362096588443024,0.36472592748776794
941915,Kab. Mandailing Natal,MultiPolygon,"0,854828523","99,18511438",0.3072052310211493,0.30709175495186225
941901,Kota Tarakan,MultiPolygon,"3,344142904","117,5882347",0.3504354149404192,0.3510602731415716
928282,Kab. Luwu Timur,MultiPolygon,"-2,667818939","121,0157264",0.3518722626657189,0.35818095505839576
